	id	author_id	book_name	book_url
270	270	41	Толстый и тонкий	/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9_%D0%B8_%D1%82%D0%BE%D0%BD%D0%BA%D0%B8%D0%B9_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
271	271	41	Злоумышленник	/wiki/%D0%97%D0%BB%D0%BE%D1%83%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
272	272	41	Налим	/wiki/%D0%9D%D0%B0%D0%BB%D0%B8%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
273	273	41	Смерть чиновника	/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D1%87%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
274	274	41	Хирургия	/wiki/%D0%A5%D0%B8%D1%80%D1%83%D1%80%D0%B3%D0%B8%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
275	275	41	Размазня	/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B0%D0%B7%D0%BD%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
276	276	41	На мельнице	/wiki/%D0%9D%D0%B0_%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
277	277	41	Волк	/wiki/%D0%92%D0%BE%D0%BB%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
278	278	41	Переполох	/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%BB%D0%BE%D1%85_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
279	279	41	Егерь	/wiki/%D0%95%D0%B3%D0%B5%D1%80%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
280	280	41	Тоска	/wiki/%D0%A2%D0%BE%D1%81%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
281	281	41	В аптеке	/wiki/%D0%92_%D0%B0%D0%BF%D1%82%D0%B5%D0%BA%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
282	282	41	Дом с мезонином	/wiki/%D0%94%D0%BE%D0%BC_%D1%81_%D0%BC%D0%B5%D0%B7%D0%BE%D0%BD%D0%B8%D0%BD%D0%BE%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
283	283	41	Анна на шее	/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%BD%D0%B0_%D1%88%D0%B5%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
284	284	41	Беззащитное существо	/wiki/%D0%91%D0%B5%D0%B7%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%BD%D0%BE%D0%B5_%D1%81%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
285	285	41	Медведь	/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
286	286	43	Танька	
287	287	43	Танька	
288	288	43	Лапти	
289	289	43	Сверчок	
290	290	43	Цифры	/wiki/%D0%A6%D0%B8%D1%84%D1%80%D1%8B_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
291	291	43	Господин из Сан-Франциско	/wiki/%D0%93%D0%BE%D1%81%D0%BF%D0%BE%D0%B4%D0%B8%D0%BD_%D0%B8%D0%B7_%D0%A1%D0%B0%D0%BD-%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D1%81%D0%BA%D0%BE_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
292	292	43	Солнечный удар	
293	293	43	Иоанн-Рыдалец	
294	294	43	Чистый понедельник	
295	295	43	Густой зелёный ельник у дороги	/wiki/%D0%93%D1%83%D1%81%D1%82%D0%BE%D0%B9_%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9_%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_%D1%83_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B8_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
296	296	43	Густой зелёный ельник у дороги	/wiki/%D0%93%D1%83%D1%81%D1%82%D0%BE%D0%B9_%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9_%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_%D1%83_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B8_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
297	297	43	Осыпаются астры в садах	/wiki/%D0%9E%D1%81%D1%8B%D0%BF%D0%B0%D1%8E%D1%82%D1%81%D1%8F_%D0%B0%D1%81%D1%82%D1%80%D1%8B_%D0%B2_%D1%81%D0%B0%D0%B4%D0%B0%D1%85_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
298	298	43	Перед закатом набежало	/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%B4_%D0%B7%D0%B0%D0%BA%D0%B0%D1%82%D0%BE%D0%BC_%D0%BD%D0%B0%D0%B1%D0%B5%D0%B6%D0%B0%D0%BB%D0%BE_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
299	299	43	Вечер	/wiki/%D0%92%D0%B5%D1%87%D0%B5%D1%80_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
300	300	43	Слово	/wiki/%D0%A1%D0%BB%D0%BE%D0%B2%D0%BE_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
301	301	43	Сказка	/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B0_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
302	302	43	Помню-долгий зимний вечер	/wiki/%D0%9F%D0%BE%D0%BC%D0%BD%D1%8E_%E2%80%94_%D0%B4%D0%BE%D0%BB%D0%B3%D0%B8%D0%B9_%D0%B7%D0%B8%D0%BC%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
303	303	43	Летняя ночь	/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D1%8F%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
304	304	43	Первый утренник, серебряный мороз	/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D1%8B%D0%B9_%D1%83%D1%82%D1%80%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA,_%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BD%D1%8B%D0%B9_%D0%BC%D0%BE%D1%80%D0%BE%D0%B7!_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
305	305	43	Ещё и холоден и сыр	/wiki/%D0%95%D1%89%D1%91_%D0%B8_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B5%D0%BD_%D0%B8_%D1%81%D1%8B%D1%80_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
306	306	43	Детство	/wiki/%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
307	307	43	Родина	/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%91%D1%83%D0%BD%D0%B8%D0%BD)
308	308	43	За веком век	
309	309	43	Труд	
310	310	44	У чудищ	/wiki/%D0%A3_%D1%87%D1%83%D0%B4%D0%B8%D1%89_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
311	311	44	Осень	/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C
312	312	44	Снежинка	/wiki/%D0%A1%D0%BD%D0%B5%D0%B6%D0%B8%D0%BD%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
313	313	44	Золотая рыбка	/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D1%80%D1%8B%D0%B1%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
314	314	48	Мартовская капель	
315	315	48	Как я встречался с Чеховым	
316	316	48	За карасями	
317	317	49	Рождение сказки	
318	318	49	Тёплый хлеб	https://wikilivres.org/wiki/%D0%A2%D1%91%D0%BF%D0%BB%D1%8B%D0%B9_%D1%85%D0%BB%D0%B5%D0%B1_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
319	319	49	Телеграмма	https://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
320	320	50	В парке плакала девочка	
321	321	50	Что шепчет парк	
322	322	51	Змей	
323	323	52	Мы	/wiki/%D0%9C%D1%8B_(%D0%97%D0%B0%D0%BC%D1%8F%D1%82%D0%B8%D0%BD)
324	324	52	Огненное А	
325	325	53	Олеся	/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8F_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
326	326	53	Гранатовый браслет	/wiki/%D0%93%D1%80%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B1%D1%80%D0%B0%D1%81%D0%BB%D0%B5%D1%82_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
327	327	53	Поединок	/wiki/%D0%9F%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
328	328	53	Тапёр	/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
329	329	53	Мой полёт	
330	330	53	Добрый доктор	
331	331	53	Белый пудель	/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%BF%D1%83%D0%B4%D0%B5%D0%BB%D1%8C_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
332	332	54	Мещане	/wiki/%D0%9C%D0%B5%D1%89%D0%B0%D0%BD%D0%B5_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
333	333	54	Егор Булычёв и другие	
334	334	54	Фома Гордеев	
335	335	54	Мать	/wiki/%D0%9C%D0%B0%D1%82%D1%8C_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
336	336	54	На дне	/wiki/%D0%9D%D0%B0_%D0%B4%D0%BD%D0%B5_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
337	337	54	Мои университеты	
338	338	54	Старуха Изергиль	/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%83%D1%85%D0%B0_%D0%98%D0%B7%D0%B5%D1%80%D0%B3%D0%B8%D0%BB%D1%8C_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
339	339	54	Макар Чудра	/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D1%80_%D0%A7%D1%83%D0%B4%D1%80%D0%B0_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
340	340	54	Детство	/wiki/%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
341	341	54	Песня о Соколе	
342	342	54	Челкаш	/wiki/%D0%A7%D0%B5%D0%BB%D0%BA%D0%B0%D1%88_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
343	343	54	Сказки об Италии	
344	344	54	Ма-аленькая!	/wiki/%D0%9C%D0%B0-%D0%B0%D0%BB%D0%B5%D0%BD%D1%8C%D0%BA%D0%B0%D1%8F!_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9)
345	345	54	Несвоевременные мысли	/wiki/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_%D0%B8_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9_1918)
346	346	54	Литературные портреты	
347	347	54	Публицистика	
348	348	56	Двенадцать	/wiki/%D0%94%D0%B2%D0%B5%D0%BD%D0%B0%D0%B4%D1%86%D0%B0%D1%82%D1%8C_(%D0%91%D0%BB%D0%BE%D0%BA)
349	349	56	Родина	/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%91%D0%BB%D0%BE%D0%BA)
350	350	56	На железной дороге	/wiki/%D0%9D%D0%B0_%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B9_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%91%D0%BB%D0%BE%D0%BA)
351	351	56	О, я хочу безумно жить...	/wiki/%D0%9E,_%D1%8F_%D1%85%D0%BE%D1%87%D1%83_%D0%B1%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D0%BE_%D0%B6%D0%B8%D1%82%D1%8C_(%D0%91%D0%BB%D0%BE%D0%BA)
352	352	56	Да, так диктует вдохновенье…	/wiki/%D0%94%D0%B0._%D0%A2%D0%B0%D0%BA_%D0%B4%D0%B8%D0%BA%D1%82%D1%83%D0%B5%D1%82_%D0%B2%D0%B4%D0%BE%D1%85%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D1%8C%D0%B5_(%D0%91%D0%BB%D0%BE%D0%BA)
353	353	56	Сольвейг	/wiki/%D0%A1%D0%BE%D0%BB%D1%8C%D0%B2%D0%B5%D0%B9%D0%B3_(%D0%91%D0%BB%D0%BE%D0%BA)
354	354	56	Ты-как отзвук забытого гимна	/wiki/%D0%A2%D1%8B_%E2%80%94_%D0%BA%D0%B0%D0%BA_%D0%BE%D1%82%D0%B7%D0%B2%D1%83%D0%BA_%D0%B7%D0%B0%D0%B1%D1%8B%D1%82%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B8%D0%BC%D0%BD%D0%B0_(%D0%91%D0%BB%D0%BE%D0%BA)
355	355	56	О доблестях, о подвигах, о славе…	/wiki/%D0%9E_%D0%B4%D0%BE%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D1%8F%D1%85,_%D0%BE_%D0%BF%D0%BE%D0%B4%D0%B2%D0%B8%D0%B3%D0%B0%D1%85,_%D0%BE_%D1%81%D0%BB%D0%B0%D0%B2%D0%B5_(%D0%91%D0%BB%D0%BE%D0%BA)
356	356	56	Летний вечер	/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%91%D0%BB%D0%BE%D0%BA)
357	357	56	О как безумно за окном...	/wiki/%D0%9E,_%D0%BA%D0%B0%D0%BA_%D0%B1%D0%B5%D0%B7%D1%83%D0%BC%D0%BD%D0%BE_%D0%B7%D0%B0_%D0%BE%D0%BA%D0%BD%D0%BE%D0%BC_(%D0%91%D0%BB%D0%BE%D0%BA)
358	358	56	О весна без конца и без краю…	/wiki/%D0%9E,_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0_%D0%B1%D0%B5%D0%B7_%D0%BA%D0%BE%D0%BD%D1%86%D0%B0_%D0%B8_%D0%B1%D0%B5%D0%B7_%D0%BA%D1%80%D0%B0%D1%8E_(%D0%91%D0%BB%D0%BE%D0%BA)
359	359	56	Ветер принёс издалека…	/wiki/%D0%92%D0%B5%D1%82%D0%B5%D1%80_%D0%BF%D1%80%D0%B8%D0%BD%D0%B5%D1%81_%D0%B8%D0%B7%D0%B4%D0%B0%D0%BB%D1%91%D0%BA%D0%B0_(%D0%91%D0%BB%D0%BE%D0%BA)
360	360	56	Заклятие огнём и мраком	
361	361	56	В ресторане	/wiki/%D0%92_%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%B5_(%D0%91%D0%BB%D0%BE%D0%BA)
362	362	56	Как тяжело ходить среди людей…	/wiki/%D0%9A%D0%B0%D0%BA_%D1%82%D1%8F%D0%B6%D0%B5%D0%BB%D0%BE_%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C_%D1%81%D1%80%D0%B5%D0%B4%D0%B8_%D0%BB%D1%8E%D0%B4%D0%B5%D0%B9_(%D0%91%D0%BB%D0%BE%D0%BA)
363	363	56	Возмездие	/wiki/%D0%92%D0%BE%D0%B7%D0%BC%D0%B5%D0%B7%D0%B4%D0%B8%D0%B5_(%D0%91%D0%BB%D0%BE%D0%BA)
364	364	56	Ямбы	/wiki/%D0%AF%D0%BC%D0%B1%D1%8B_(%D0%91%D0%BB%D0%BE%D0%BA)
365	365	56	Ушла. Но гиацинты ждали…	
366	366	57	Клоп	/wiki/%D0%9A%D0%BB%D0%BE%D0%BF
367	367	57	Баня	/wiki/%D0%91%D0%B0%D0%BD%D1%8F
368	368	57	Прозаседавшиеся	/wiki/%D0%9F%D1%80%D0%BE%D0%B7%D0%B0%D1%81%D0%B5%D0%B4%D0%B0%D0%B2%D1%88%D0%B8%D0%B5%D1%81%D1%8F
369	369	57	Облако в штанах	/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D0%BA%D0%BE_%D0%B2_%D1%88%D1%82%D0%B0%D0%BD%D0%B0%D1%85
370	370	57	Во весь голос	/wiki/%D0%92%D0%BE_%D0%B2%D0%B5%D1%81%D1%8C_%D0%B3%D0%BE%D0%BB%D0%BE%D1%81
371	371	57	Нате	/wiki/%D0%9D%D0%B0%D1%82%D0%B5
372	372	57	А вы могли бы?	/wiki/%D0%90_%D0%B2%D1%8B_%D0%BC%D0%BE%D0%B3%D0%BB%D0%B8_%D0%B1%D1%8B%3F
373	373	57	Послушайте	/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D1%83%D1%88%D0%B0%D0%B9%D1%82%D0%B5
374	374	57	Хорошее отношение к лошадям	/wiki/%D0%A5%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%B5_%D0%BE%D1%82%D0%BD%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BA_%D0%BB%D0%BE%D1%88%D0%B0%D0%B4%D1%8F%D0%BC
375	375	57	Необычайное приключение, бывшее с Владимиром Маяковским на даче	/wiki/%D0%9D%D0%B5%D0%BE%D0%B1%D1%8B%D1%87%D0%B0%D0%B9%D0%BD%D0%BE%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5,_%D0%B1%D1%8B%D0%B2%D1%88%D0%B5%D0%B5_%D1%81_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%BC_%D0%9C%D0%B0%D1%8F%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%BC_%D0%BD%D0%B0_%D0%B4%D0%B0%D1%87%D0%B5
376	376	57	Подлиза	/wiki/%D0%9F%D0%BE%D0%B4%D0%BB%D0%B8%D0%B7%D0%B0
377	377	57	Люблю	/wiki/%D0%9B%D1%8E%D0%B1%D0%BB%D1%8E
378	378	58	Анна Снегина	/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%A1%D0%BD%D0%B5%D0%B3%D0%B8%D0%BD%D0%B0
379	379	58	Отговорила роща золотая	/wiki/%D0%9E%D1%82%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8%D0%BB%D0%B0_%D1%80%D0%BE%D1%89%D0%B0_%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F
380	380	58	Несказанное, синее, нежное	/wiki/%D0%9D%D0%B5%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5,_%D1%81%D0%B8%D0%BD%D0%B5%D0%B5,_%D0%BD%D0%B5%D0%B6%D0%BD%D0%BE%D0%B5
381	381	58	С добрым утром	/wiki/%D0%A1_%D0%B4%D0%BE%D0%B1%D1%80%D1%8B%D0%BC_%D1%83%D1%82%D1%80%D0%BE%D0%BC
382	382	58	Я покинул родимый дом	/wiki/%D0%AF_%D0%BF%D0%BE%D0%BA%D0%B8%D0%BD%D1%83%D0%BB_%D1%80%D0%BE%D0%B4%D0%B8%D0%BC%D1%8B%D0%B9_%D0%B4%D0%BE%D0%BC
383	383	58	Не жалею, не зову, не плачу	/wiki/%D0%9D%D0%B5_%D0%B6%D0%B0%D0%BB%D0%B5%D1%8E,_%D0%BD%D0%B5_%D0%B7%D0%BE%D0%B2%D1%83,_%D0%BD%D0%B5_%D0%BF%D0%BB%D0%B0%D1%87%D1%83
