;Имя;Отчество;Фамилия;Название;PDF;Wiki;Ссылка
233;М.;Ю.;Лермонтов;Пленный рыцарь;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
234;М.;Ю.;Лермонтов;Пророк;0;1;ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
235;М.;Ю.;Лермонтов;Утес;1;0;
236;М.;Ю.;Лермонтов;На севере диком. . . ;1;0;
237;М.;Ю.;Лермонтов;Боярин Орша;1;0;
238;М.;Ю.;Лермонтов;Ашик-Кериб;1;0;
239;Н.;Г.;Чернышевский;Что делать?;1;1;ru.wikisource.org/wiki/%D0%A7%D1%82%D0%BE_%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C%3F_(%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D1%88%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
240;В.;П.;Астафьев;Конь с розовой гривой;1;1;
241;В.;П.;Астафьев;Васюткино озеро;0;1;
242;В.;П.;Астафьев;Печальный детектив;0;1;
243;В.;П.;Астафьев;Вам продолжать эту жизнь (письмо, адресованное юной читательнице);0;1;
244;В.;П.;Астафьев;Царь-рыба;0;1;
245;В.;П.;Астафьев;Фотография, на которой меня нет;0;1;
246;В.;П.;Астафьев;Игры;0;1;
247;А.;П.;Чехов;Беззащитное существо;1;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B7%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%BD%D0%BE%D0%B5_%D1%81%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
248;А.;П.;Чехов;Лошадиная фамилия;1;1;ru.wikisource.org/wiki/%D0%9B%D0%BE%D1%88%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0%D1%8F_%D1%84%D0%B0%D0%BC%D0%B8%D0%BB%D0%B8%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
249;А.;П.;Чехов;Толстый и тонкий;1;1;ru.wikisource.org/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9_%D0%B8_%D1%82%D0%BE%D0%BD%D0%BA%D0%B8%D0%B9_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
250;А.;П.;Чехов;Дом с мезонином;0;1;ru.wikisource.org/wiki/%D0%94%D0%BE%D0%BC_%D1%81_%D0%BC%D0%B5%D0%B7%D0%BE%D0%BD%D0%B8%D0%BD%D0%BE%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
251;А.;П.;Чехов;Хамелеон;0;1;ru.wikisource.org/wiki/%D0%A5%D0%B0%D0%BC%D0%B5%D0%BB%D0%B5%D0%BE%D0%BD_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
252;А.;П.;Чехов;Тоска;0;1;ru.wikisource.org/wiki/%D0%A2%D0%BE%D1%81%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
253;А.;П.;Чехов;Размазня;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B0%D0%B7%D0%BD%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
254;А.;П.;Чехов;Смерть чиновника;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D1%87%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
255;А.;П.;Чехов;Налим;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D0%BB%D0%B8%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
256;А.;П.;Чехов;В аптеке;0;1;ru.wikisource.org/wiki/%D0%92_%D0%B0%D0%BF%D1%82%D0%B5%D0%BA%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
257;А.;П.;Чехов;Злоумышленник;0;1;ru.wikisource.org/wiki/%D0%97%D0%BB%D0%BE%D1%83%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
258;А.;П.;Чехов;Егерь;0;1;ru.wikisource.org/wiki/%D0%95%D0%B3%D0%B5%D1%80%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
259;А.;П.;Чехов;На мельнице;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
260;А.;П.;Чехов;Пересолил;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%BB%D0%B8%D0%BB_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
261;А.;П.;Чехов;Волк;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
262;А.;П.;Чехов;Хирургия;0;1;ru.wikisource.org/wiki/%D0%A5%D0%B8%D1%80%D1%83%D1%80%D0%B3%D0%B8%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
263;А.;П.;Чехов;Медведь;0;1;ru.wikisource.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
264;А.;П.;Чехов;Переполох;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%BB%D0%BE%D1%85_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
265;А.;П.;Чехов;Вишнёвый сад;0;1;ru.wikisource.org/wiki/%D0%92%D0%B8%D1%88%D0%BD%D1%91%D0%B2%D1%8B%D0%B9_%D1%81%D0%B0%D0%B4_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
266;А.;П.;Чехов;Анна на шее;0;1;ru.wikisource.org/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%BD%D0%B0_%D1%88%D0%B5%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
267;А.;П.;Чехов;Дядя Ваня;0;1;ru.wikisource.org/wiki/%D0%94%D1%8F%D0%B4%D1%8F_%D0%92%D0%B0%D0%BD%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2)
268;А.;П.;Чехов;;1;0;
269;А.;П.;Чехов;О любви;1;0;
270;А.;П.;Чехов;Палата №6;1;0;
271;А.;П.;Чехов;Чайка;1;0;
272;А.;П.;Чехов;Человек в футляре;1;0;
273;А.;П.;Чехов;Скрипка Ротшильда;1;0;
274;А.;П.;Чехов;Крыжовник;1;0;
275;А.;П.;Чехов;Вишневый сад;1;0;
276;А.;П.;Чехов;Ионыч;1;0;
277;А.;П.;Чехов;Устрицы;1;0;
278;А.;П.;Чехов;Экзамен на чин;1;0;
279;А.;П.;Чехов; Юмористические и сатирические рассказы;1;0;
280;А.;П.;Чехов;Каштанка;1;0;
281;А.;П.;Чехов;Три сестры;1;0;
282;В.;Г.;Распутин;Уроки французского;1;1;
283;В.;Г.;Распутин;Последний срок;0;1;
284;В.;Г.;Распутин;Прощание с Матерой;0;1;
285;В.;Г.;Распутин;Живи и помни;0;1;
286;М.;А.;Булгаков;Собачье сердце;1;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D1%87%D1%8C%D0%B5_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B5
287;М.;А.;Булгаков;Похождения Чичикова;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%85%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A7%D0%B8%D1%87%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0
288;М.;А.;Булгаков;Мастер и Маргарита;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80_%D0%B8_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0
289;М.;А.;Булгаков;Кабала святош;0;1;ru.wikisource.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D0%B0%D1%8F_%D0%BB%D0%B0%D0%BC%D0%BF%D0%B0_(%D0%93%D1%80%D0%B8%D0%BD)
290;М.;А.;Булгаков;Белая гвардия;0;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%B3%D0%B2%D0%B0%D1%80%D0%B4%D0%B8%D1%8F
291;М.;А.;Булгаков;Бег;0;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B3
292;В.;Г.;Короленко;Парадокс;1;1;ru.wikisource.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B4%D0%BE%D0%BA%D1%81_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
293;В.;Г.;Короленко;Без языка;0;1;ru.wikisource.org/wiki/%D0%A7%D1%83%D0%B4%D0%BD%D0%B0%D1%8F_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
294;В.;Г.;Короленко;В дурном обществе;0;1;ru.wikisource.org/wiki/%D0%92_%D0%B4%D1%83%D1%80%D0%BD%D0%BE%D0%BC_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
295;В.;Г.;Короленко;Река играет;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B5%D0%BA%D0%B0_%D0%B8%D0%B3%D1%80%D0%B0%D0%B5%D1%82_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
296;В.;Г.;Короленко;Огоньки;0;1;ru.wikisource.org/wiki/%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
297;В.;Г.;Короленко;Публицистика;0;1;
298;В.;Г.;Короленко;Чудная;0;1;ru.wikisource.org/wiki/%D0%A7%D1%83%D0%B4%D0%BD%D0%B0%D1%8F_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE)
299;В.;Г.;Короленко;Письма к Луначарскому;0;1;
300;В.;Г.;Короленко;Слепой музыкант;1;0;
301;А.;;Сент-Экзюпери;Маленький принц;1;1;ru.wikisource.org/wiki/%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
302;А.;И.;Куприн;Белый пудель;1;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%BF%D1%83%D0%B4%D0%B5%D0%BB%D1%8C_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
303;А.;И.;Куприн;Мой полёт;0;1;ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
304;А.;И.;Куприн;Тапёр;0;1;ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
305;А.;И.;Куприн;Поединок;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
306;А.;И.;Куприн;Олеся;0;1;ru.wikisource.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8F_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
307;А.;И.;Куприн;Добрый доктор;0;1;ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
308;А.;И.;Куприн;Гранатовый браслет;0;1;ru.wikisource.org/wiki/%D0%93%D1%80%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B1%D1%80%D0%B0%D1%81%D0%BB%D0%B5%D1%82_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD)
309;А.;И.;Куприн;Гамбринус;1;0;
310;А.;Н.;Толстой;Пётр I;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%81_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD)
311;А.;Н.;Толстой;Петр I;1;0;
312;А.;Н.;Толстой; Детство Никиты;1;0;
313;В.;В.;Маяковский;Необычайное приключение, бывшее с Владимиром Маяковским на даче;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B5%D0%BE%D0%B1%D1%8B%D1%87%D0%B0%D0%B9%D0%BD%D0%BE%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5,_%D0%B1%D1%8B%D0%B2%D1%88%D0%B5%D0%B5_%D1%81_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%BC_%D0%9C%D0%B0%D1%8F%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%BC_%D0%BD%D0%B0_%D0%B4%D0%B0%D1%87%D0%B5
314;В.;В.;Маяковский;Нате;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D1%82%D0%B5
315;В.;В.;Маяковский;Прозаседавшиеся;0;1;ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D0%B7%D0%B0%D1%81%D0%B5%D0%B4%D0%B0%D0%B2%D1%88%D0%B8%D0%B5%D1%81%D1%8F
316;В.;В.;Маяковский;Во весь голос;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE_%D0%B2%D0%B5%D1%81%D1%8C_%D0%B3%D0%BE%D0%BB%D0%BE%D1%81
317;В.;В.;Маяковский;Хорошее отношение к лошадям;0;1;ru.wikisource.org/wiki/%D0%A5%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%B5_%D0%BE%D1%82%D0%BD%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BA_%D0%BB%D0%BE%D1%88%D0%B0%D0%B4%D1%8F%D0%BC
318;В.;В.;Маяковский;Облако в штанах;0;1;ru.wikisource.org/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D0%BA%D0%BE_%D0%B2_%D1%88%D1%82%D0%B0%D0%BD%D0%B0%D1%85
319;В.;В.;Маяковский;Баня;0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%BD%D1%8F
320;В.;В.;Маяковский;Клоп;0;1;ru.wikisource.org/wiki/%D0%9A%D0%BB%D0%BE%D0%BF
321;В.;В.;Маяковский;Подлиза;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B4%D0%BB%D0%B8%D0%B7%D0%B0
322;В.;В.;Маяковский;Люблю;0;1;ru.wikisource.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BB%D1%8E
323;В.;В.;Маяковский;Послушайте;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D1%83%D1%88%D0%B0%D0%B9%D1%82%D0%B5
324;В.;В.;Маяковский;А вы могли бы?;0;1;ru.wikisource.org/wiki/%D0%90_%D0%B2%D1%8B_%D0%BC%D0%BE%D0%B3%D0%BB%D0%B8_%D0%B1%D1%8B%3F
325;В.;В.;Маяковский;Конь-огонь;1;0;
326;В.;В.;Маяковский;Что такое хорошо и что такое плохо;1;0;
327;В.;В.;Маяковский;Кем быть?;1;0;
328;Н.;В.;Гоголь;Ночь перед Рождеством;1;1;ru.wikisource.org/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE%D0%BC_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
329;Н.;В.;Гоголь;Выбранные места из переписки с друзьями;0;1;ru.wikisource.org/wiki/%D0%92%D1%8B%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%B0_%D0%B8%D0%B7_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D1%81_%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F%D0%BC%D0%B8_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
330;Н.;В.;Гоголь;Майская ночь, или Утопленница;0;1;ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C,_%D0%B8%D0%BB%D0%B8_%D0%A3%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
331;Н.;В.;Гоголь;Заколдованное место;0;1;ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
332;Н.;В.;Гоголь;Миргород;1;0;
333;Н.;В.;Гоголь;Тарас Бульба;1;0;
334;Н.;В.;Гоголь;Вечера на хуторе близ Диканьки;1;0;
335;Н.;В.;Гоголь;Шинель;1;0;
336;Н.;В.;Гоголь;Женитьба;1;0;
337;Н.;В.;Гоголь;Мертвые души;1;0;
338;Н.;В.;Гоголь;Ревизор;1;0;
339;А.;С.;Грибоедов;Горе от ума;1;1;ru.wikisource.org/wiki/%D0%93%D0%BE%D1%80%D0%B5_%D0%BE%D1%82_%D1%83%D0%BC%D0%B0_(%D0%93%D1%80%D0%B8%D0%B1%D0%BE%D0%B5%D0%B4%D0%BE%D0%B2)
340;И.;С.;Тургенев;Ася;1;1;ru.wikisource.org/wiki/%D0%90%D1%81%D1%8F_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
341;И.;С.;Тургенев;Первая любовь;1;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
342;И.;С.;Тургенев;Отцы и дети;1;1;ru.wikisource.org/wiki/%D0%9E%D1%82%D1%86%D1%8B_%D0%B8_%D0%B4%D0%B5%D1%82%D0%B8_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
343;И.;С.;Тургенев;Рудин;1;1;ru.wikisource.org/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BD_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
344;И.;С.;Тургенев;Бежин луг;0;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B6%D0%B8%D0%BD_%D0%BB%D1%83%D0%B3_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
345;И.;С.;Тургенев;Бирюк;0;1;ru.wikisource.org/wiki/%D0%91%D0%B8%D1%80%D1%8E%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
346;И.;С.;Тургенев;Как хороши, как свежи были розы;0;1;ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B8,_%D0%BA%D0%B0%D0%BA_%D1%81%D0%B2%D0%B5%D0%B6%D0%B8_%D0%B1%D1%8B%D0%BB%D0%B8_%D1%80%D0%BE%D0%B7%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
347;И.;С.;Тургенев;Русский язык;0;1;ru.wikisource.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
348;И.;С.;Тургенев;Два богача;0;1;ru.wikisource.org/wiki/%D0%94%D0%B2%D0%B0_%D0%B1%D0%BE%D0%B3%D0%B0%D1%87%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
349;И.;С.;Тургенев;"Записки охотника
Бежин луг
Хорь и Калиныч
Бирюк
Певцы";0;1;ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
350;И.;С.;Тургенев;Муму;0;1;ru.wikisource.org/wiki/%D0%9C%D1%83%D0%BC%D1%83_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
351;И.;С.;Тургенев;Близнецы;0;1;ru.wikisource.org/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BD%D0%B5%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
352;И.;С.;Тургенев;Хорь и Калиныч;0;1;ru.wikisource.org/wiki/%D0%A5%D0%BE%D1%80%D1%8C_%D0%B8_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D1%8B%D1%87_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
353;И.;С.;Тургенев;Певцы;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B2%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
354;И.;С.;Тургенев;Вешние воды;1;0;
355;И.;С.;Тургенев;Накануне;1;0;
356;И.;С.;Тургенев;Дворянское гнездо;1;0;
357;И.;С.;Тургенев;Дым;1;0;
358;И.;С.;Тургенев;Записки охотника;1;0;
359;Е.;;Шварц;Два клена;1;0;
360;Е.;;Шварц;Снежная королева;1;0;
361;Е.;;Шварц;Дракон;1;0;
362;Ф.;И.;Тютчев;Осенний вечер;0;1;ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
363;Ф.;И.;Тютчев;Умом Россию не понять…;0;1;ru.wikisource.org/wiki/%D0%A3%D0%BC%D0%BE%D0%BC_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8E_%D0%BD%D0%B5_%D0%BF%D0%BE%D0%BD%D1%8F%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
364;Ф.;И.;Тютчев;Чародейкою Зимою…;0;1;ru.wikisource.org/wiki/%D0%A7%D0%B0%D1%80%D0%BE%D0%B4%D0%B5%D0%B9%D0%BA%D0%BE%D1%8E_%D0%97%D0%B8%D0%BC%D0%BE%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
365;Ф.;И.;Тютчев;Эти бедные селенья…;0;1;ru.wikisource.org/wiki/%D0%AD%D1%82%D0%B8_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8B%D0%B5_%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
366;Ф.;И.;Тютчев;Чему молилась ты с любовью…;0;1;ru.wikisource.org/wiki/%D0%A7%D0%B5%D0%BC%D1%83_%D0%BC%D0%BE%D0%BB%D0%B8%D0%BB%D0%B0%D1%81%D1%8C_%D1%82%D1%8B_%D1%81_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
367;Ф.;И.;Тютчев;Листья;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B8%D1%81%D1%82%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
368;Ф.;И.;Тютчев;Как весел грохот летних бурь…;0;1;ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D0%B2%D0%B5%D1%81%D0%B5%D0%BB_%D0%B3%D1%80%D0%BE%D1%85%D0%BE%D1%82_%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%85_%D0%B1%D1%83%D1%80%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
369;Ф.;И.;Тютчев;Что ты клонишь над водами…;0;1;ru.wikisource.org/wiki/%D0%A7%D1%82%D0%BE_%D1%82%D1%8B_%D0%BA%D0%BB%D0%BE%D0%BD%D0%B8%D1%88%D1%8C_%D0%BD%D0%B0%D0%B4_%D0%B2%D0%BE%D0%B4%D0%B0%D0%BC%D0%B8_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
370;Ф.;И.;Тютчев;Фонтан;0;1;ru.wikisource.org/wiki/%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
