;Имя;Отчество;Фамилия;Название;PDF;Wiki;Ссылка
371;Ф.;И.;Тютчев;Цицерон;0;1;ru.wikisource.org/wiki/%D0%A6%D0%B8%D1%86%D0%B5%D1%80%D0%BE%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
372;Ф.;И.;Тютчев;Нам не дано предугадать…;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D0%BC_%D0%BD%D0%B5_%D0%B4%D0%B0%D0%BD%D0%BE_%D0%BF%D1%80%D0%B5%D0%B4%D1%83%D0%B3%D0%B0%D0%B4%D0%B0%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
373;Ф.;И.;Тютчев;Летний вечер;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
374;Ф.;И.;Тютчев;Она сидела на полу…;0;1;ru.wikisource.org/wiki/%D0%9E%D0%BD%D0%B0_%D1%81%D0%B8%D0%B4%D0%B5%D0%BB%D0%B0_%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BB%D1%83_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
375;Ф.;И.;Тютчев;Неохотно и несмело…;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B5%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%BE_%D0%B8_%D0%BD%D0%B5%D1%81%D0%BC%D0%B5%D0%BB%D0%BE_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
376;Ф.;И.;Тютчев;О, как убийственно мы любим…;0;1;ru.wikisource.org/wiki/%D0%9E,_%D0%BA%D0%B0%D0%BA_%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE_%D0%BC%D1%8B_%D0%BB%D1%8E%D0%B1%D0%B8%D0%BC_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
377;Ф.;И.;Тютчев;Весенние воды;0;1;ru.wikisource.org/wiki/%D0%92%D0%B5%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D1%8B_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
378;Ф.;И.;Тютчев;Есть в осени первоначальной…;0;1;ru.wikisource.org/wiki/%D0%95%D1%81%D1%82%D1%8C_%D0%B2_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
379;Ф.;И.;Тютчев;;1;0;
380;Ф.;И.;Тютчев; ;1;0;
381;Ф.;И.;Тютчев; Стихотворения;1;0;
382;Ф.;И.;Тютчев; Лирика;1;0;
383;А.;Н.;Островский;Снегурочка;1;1;ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
384;А.;Н.;Островский;Доходное место;1;1;ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
385;А.;Н.;Островский;Бесприданница;1;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%80%D0%B8%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8%D1%86%D0%B0
386;А.;Н.;Островский;Гроза;1;1;ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
387;А.;Н.;Островский;Бедность не порок;0;1;ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BD%D0%B5_%D0%BF%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
388;А.;Н.;Островский;Свои люди — сочтёмся;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
389;А.;Н.;Островский;За чем пойдешь, то и найдешь;1;0;
390;А.;Н.;Островский;Свои люди сочтемся;1;0;
391;А.;Н.;Островский;На всякого мудреца довольно простоты;1;0;
392;Н.;А.;Некрасов;Железная дорога;1;1;ru.wikisource.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0
393;Н.;А.;Некрасов;Школьник;1;1;ru.wikisource.org/wiki/%D0%A8%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
394;Н.;А.;Некрасов;Дедушка;1;1;ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
395;Н.;А.;Некрасов;В полном разгаре страда деревенская;0;1;ru.wikisource.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%B4%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
396;Н.;А.;Некрасов;В дороге;0;1;ru.wikisource.org/wiki/%D0%92_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
397;Н.;А.;Некрасов;Мы с тобой бестолковые люди…;0;1;ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6
398;Н.;А.;Некрасов;Умру я скоро…;0;1;ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6
399;Н.;А.;Некрасов;Внимая ужасам войны;0;1;ru.wikisource.org/wiki/%D0%92%D0%BD%D0%B8%D0%BC%D0%B0%D1%8F_%D1%83%D0%B6%D0%B0%D1%81%D0%B0%D0%BC_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B
400;Н.;А.;Некрасов;Размышления у парадного подъезда;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D1%83_%D0%BF%D0%B0%D1%80%D0%B0%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%B7%D0%B4%D0%B0
401;Н.;А.;Некрасов;Вчерашний день часу в шестом;0;1;ru.wikisource.org/wiki/%D0%92%D1%87%D0%B5%D1%80%D0%B0%D1%88%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C_%D1%87%D0%B0%D1%81%D1%83_%D0%B2_%D1%88%D0%B5%D1%81%D1%82%D0%BE%D0%BC
402;Н.;А.;Некрасов;Безвестен я…;0;1;ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6
403;Н.;А.;Некрасов;Соловьи;0;1;ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
404;Н.;А.;Некрасов;Тройка;0;1;ru.wikisource.org/wiki/%D0%A2%D1%80%D0%BE%D0%B9%D0%BA%D0%B0
405;Н.;А.;Некрасов;Я не люблю иронии твоей…;0;1;ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6
406;Н.;А.;Некрасов;Ты всегда хороша несравненно…;0;1;ru.wikisource.org/wiki/%D0%92%D1%87%D0%B5%D1%80%D0%B0%D1%88%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C_%D1%87%D0%B0%D1%81%D1%83_%D0%B2_%D1%88%D0%B5%D1%81%D1%82%D0%BE%D0%BC
407;Н.;А.;Некрасов;Русские женщины: Княгиня Трубецкая;0;1;ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%BC%D1%83_%D0%BD%D0%B0_%D0%A0%D1%83%D1%81%D0%B8_%D0%B6%D0%B8%D1%82%D1%8C_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE
408;Н.;А.;Некрасов;На Волге;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%92%D0%BE%D0%BB%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
409;Н.;А.;Некрасов;Кому на Руси жить хорошо;0;1;ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%BC%D1%83_%D0%BD%D0%B0_%D0%A0%D1%83%D1%81%D0%B8_%D0%B6%D0%B8%D1%82%D1%8C_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE
410;Н.;А.;Некрасов;Мороз Красный Нос;0;1;ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
411;Н.;А.;Некрасов;Калистрат;0;1;ru.wikisource.org/wiki/%D0%92_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
412;Н.;А.;Некрасов;Кому на Руси жить хорошо?;1;0;
413;Н.;А.;Некрасов;Дед Мазай и зайцы;1;0;
414;Н.;А.;Некрасов;Коробейники;1;0;
415;Л.;Н.;Толстой;Кавказский пленник;1;1;ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
416;Л.;Н.;Толстой;Отрочество;1;1;ru.wikisource.org/wiki/%D0%9E%D1%82%D1%80%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
417;Л.;Н.;Толстой;Война и мир;1;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B8_%D0%BC%D0%B8%D1%80_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
418;Л.;Н.;Толстой;Детство;1;1;ru.wikisource.org/wiki/%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
419;Л.;Н.;Толстой;После бала;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5_%D0%B1%D0%B0%D0%BB%D0%B0
420;Л.;Н.;Толстой;Юность;0;1;ru.wikisource.org/wiki/%D0%AE%D0%BD%D0%BE%D1%81%D1%82%D1%8C_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
421;Л.;Н.;Толстой;Люцерн;1;0;
422;Л.;Н.;Толстой;Набег;1;0;
423;Л.;Н.;Толстой;Казаки;1;0;
424;Л.;Н.;Толстой;Золотой ключик или приключения Буратино;1;0;
425;Л.;Н.;Толстой;Севастопольские рассказы;1;0;
426;Л.;Н.;Толстой;Воскресение;1;0;
427;Л.;Н.;Толстой; Рассказы для детей;1;0;
428;Л.;Н.;Толстой;Хаджи-Мурат;1;0;
429;Л.;Н.;Толстой;Утро помещика;1;0;
430;Л.;Н.;Толстой;Анна Каренина;1;0;
431;В.;;Быков;Обелиск;1;1;
432;В.;;Быков;Сотников;1;1;
433;В.;;Быков;"""Облава""";0;1;
434;В.;;Быков;Карьер;1;0;
435;В.;;Быков;Знак беды;1;0;
436;В.;;Быков;Альпийская баллада;1;0;
437;А.;Т.;Твардовский;Спасибо;0;1;
438;А.;Т.;Твардовский;За далью даль;0;1;
439;А.;Т.;Твардовский;На дне моей жизни…;0;1;
440;А.;Т.;Твардовский;Братья;0;1;
441;А.;Т.;Твардовский;Василий Тёркин;0;1;
442;А.;Т.;Твардовский;Снега потемнеют синие…;0;1;
443;А.;Т.;Твардовский;Урожай;0;1;
444;А.;Т.;Твардовский;Страна Муравия;0;1;
445;А.;Т.;Твардовский;Матери;0;1;
446;А.;Т.;Твардовский;Я убит подо Ржевом;0;1;
447;А.;Т.;Твардовский;Родное;0;1;
448;А.;Т.;Твардовский;Весенние строчки;0;1;
449;А.;Т.;Твардовский;Июль, макушка лета…;0;1;
450;А.;Т.;Твардовский;Теркин на том свете;1;0;
451;А.;Т.;Твардовский;Василий Теркин;1;0;
452;И.;А.;Бунин;Цифры;0;1;
453;И.;А.;Бунин;Лапти;0;1;
454;И.;А.;Бунин;Перед закатом набежало;0;1;
455;И.;А.;Бунин;Сверчок;0;1;
456;И.;А.;Бунин;Танька;0;1;
457;И.;А.;Бунин;"Стихотворения:
Густой зелёный ельник у дороги
Осыпаются астры в садах
Перед закатом набежало
Вечер
Слово
Сказка
Помню долгий зимний вечер
Летняя ночь
Первым утренник, серебряным мороз
Ещё и холоден и сыр
Детство
Чистый понедельник
Родина В. Брюсов ??
За веком век
Труд";0;1;
458;И.;А.;Бунин;Солнечный удар;0;1;
459;И.;А.;Бунин;За веком век;0;1;
460;И.;А.;Бунин;Чистый понедельник;0;1;
461;И.;А.;Бунин;Родина В. Брюсов ??;0;1;
462;И.;А.;Бунин;Труд;0;1;
463;И.;А.;Бунин;Осыпаются астры в садах;0;1;
464;И.;А.;Бунин;Помню долгий зимний вечер;0;1;
465;И.;А.;Бунин;Слово;0;1;
466;И.;А.;Бунин;Вечер;0;1;
467;И.;А.;Бунин;Сказка;0;1;
468;И.;А.;Бунин;Первым утренник, серебряным мороз;0;1;
469;И.;А.;Бунин;Летняя ночь;0;1;
470;И.;А.;Бунин;Господин из Сан-Франциско;0;1;
471;И.;А.;Бунин;Ещё и холоден и сыр;0;1;
472;И.;А.;Бунин;Густой зелёный ельник у дороги;0;1;
473;И.;А.;Бунин;Иоанн-Рыдалец;0;1;
474;И.;А.;Бунин;Детство;0;1;
475;И.;А.;Бунин;Темные аллеи;1;0;
476;Джек;;Лондон;Рассказы;0;1;
477;Джек;;Лондон;Любовь к жизни;0;1;
478;Ж.;Б.;Мольер;Мещанин во дворянстве или Скупой;0;1;ru.wikisource.org/wiki/%D0%93%D0%B0%D0%BC%D0%BB%D0%B5%D1%82
479;Ж.;Б.;Мольер;Тартюф;0;1;ru.wikisource.org/wiki/%D0%93%D0%B0%D0%BC%D0%BB%D0%B5%D1%82
480;М.;А.;Антонович;Асмодей нашего времени;0;1;ru.wikisource.org/wiki/%D0%90%D1%81%D0%BC%D0%BE%D0%B4%D0%B5%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8_(%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87)
481;Я.;П.;Полонский;По горам две хмурых тучи;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE_%D0%B3%D0%BE%D1%80%D0%B0%D0%BC_%D0%B4%D0%B2%D0%B5_%D1%85%D0%BC%D1%83%D1%80%D1%8B%D1%85_%D1%82%D1%83%D1%87%D0%B8
482;А.;;Серафимович;Железный поток;0;1;
483;Н.;Н.;Страхов;Отцы и дети И. С. Тургенева (Тургенев);0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2
484;А.;А.;Григорьев;После „Грозы“ Островского (Островский);0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2
485;А.;А.;Григорьев;Письма к Ивану Сергеевичу Тургеневу;0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2
486;Илья Ильф и Евгений Петров;;;Двенадцать стульев;0;1;
487;Русские народные сказки;;;Два Ивана —  солдатских сына;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8_(%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D1%8C%D0%B5%D0%B2)/%D0%94%D0%B2%D0%B0_%D0%98%D0%B2%D0%B0%D0%BD%D0%B0_%D1%81%D0%BE%D0%BB%D0%B4%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D1%85_%D1%81%D1%8B%D0%BD%D0%B0
488;Русские народные сказки;;;Финист — Ясный Сокол;0;1;ru.wikisource.org/wiki/%D0%A4%D0%B8%D0%BD%D0%B8%D1%81%D1%82_%E2%80%94_%D0%AF%D1%81%D0%BD%D1%8B%D0%B9_%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB
489;Русские народные сказки;;;Царевна-лягушка;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8_(%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D1%8C%D0%B5%D0%B2)/%D0%A6%D0%B0%D1%80%D0%B5%D0%B2%D0%BD%D0%B0-%D0%BB%D1%8F%D0%B3%D1%83%D1%88%D0%BA%D0%B0
490;Русские народные сказки;;;Марья Моревна;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8_(%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D1%8C%D0%B5%D0%B2)/%D0%9C%D0%B0%D1%80%D1%8C%D1%8F_%D0%9C%D0%BE%D1%80%D0%B5%D0%B2%D0%BD%D0%B0
491;Русские народные сказки;;;Бой на Калиновом мосту;0;1;ru.wikisource.org/wiki/%D0%91%D0%BE%D0%B9_%D0%BD%D0%B0_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE%D0%BC_%D0%BC%D0%BE%D1%81%D1%82%D1%83
492;Русские народные сказки;;;Каша из топора;0;1;ru.wikisource.org/wiki/%D0%9A%D0%B0%D1%88%D0%B0_%D0%B8%D0%B7_%D1%82%D0%BE%D0%BF%D0%BE%D1%80%D0%B0
493;Русские народные сказки;;;Василиса Прекрасная;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8_(%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D1%8C%D0%B5%D0%B2)/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D1%81%D0%B0_%D0%9F%D1%80%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F
494;А.;С.;Грин;Зелёная лампа;0;1;ru.wikisource.org/wiki/%D0%97%D0%B5%D0%BB%D1%91%D0%BD%D0%B0%D1%8F_%D0%BB%D0%B0%D0%BC%D0%BF%D0%B0_(%D0%93%D1%80%D0%B8%D0%BD)
495;И.;В.;Гёте;Фауст;0;1;ru.wikisource.org/wiki/%D0%A4%D0%B0%D1%83%D1%81%D1%82
496;Дж.;;Даррел;Говорящий свёрток;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
497;Гюстав;;Флобер;Саламбо;0;1;
498;И.;;Северянин;В парке плакала девочка;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
499;И.;;Северянин;Что шепчет парк;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
500;Викентий;;Вересаев;В тупике;0;1;
501;Исаак;;Бабель;Конармия;0;1;
502;Оноре де Бальзак;;;Человеческая комедия;0;1;
503;Н.;М.;Языков;Ау!;0;1;ru.wikisource.org/wiki/%D0%90%D1%83!
504;Н.;М.;Языков;Пловец;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BB%D0%BE%D0%B2%D0%B5%D1%86
505;Вс.;;Иванов;Бронепоезд 14-69;0;1;
506;А.;В.;Кольцов;Косарь;0;1;ru.wikisource.org/wiki/%D0%9A%D0%BE%D1%81%D0%B0%D1%80%D1%8C_(%D0%9A%D0%BE%D0%BB%D1%8C%D1%86%D0%BE%D0%B2)
507;А.;В.;Кольцов;Разлука;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BB%D1%83%D0%BA%D0%B0_(%D0%9A%D0%BE%D0%BB%D1%8C%D1%86%D0%BE%D0%B2)
508;Р.;П.;Погодин;Тишина;0;1;
509;Р.;П.;Погодин;Дубравка;0;1;
510;Б.;;Лавренев;Ветер;0;1;
511;А.;В.;Дружинин;Обломов, роман И. А. Гончарова (Гончаров);0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2
512;Александр;;Фадеев;Разгром;0;1;
513;Древнерусская;;литература;Повесть временных лет (фрагменты);0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%BB%D0%B5%D1%82
514;Древнерусская;;литература;Слово о разорении Рязани Батыем (фрагменты);0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%BB%D0%B5%D1%82
515;Древнерусская;;литература;Житие Бориса и Глеба;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%BB%D0%B5%D1%82
516;Древнерусская;;литература;Поучение Владимира Мономаха;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%B0_%D0%9C%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%85%D0%B0
517;Древнерусская;;литература;Сказание о Петре и Февронии Муромских;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%B0_%D0%9C%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%85%D0%B0
